person_id,file_id,touches,recency_weight,first_seen,last_seen,sensitive_weight
72138709+pypi-ahmad@users.noreply.github.com,grounded-docparse-threat-model.md,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/cochange.graph.json,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/cochange_edges.csv,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/commits.jsonl,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/communities.json,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/edges.csv,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/files.csv,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/people.csv,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,ownership-map-out/summary.json,1,0.999997,2026-07-27T17:03:34+05:30,2026-07-27T17:03:34+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,streamlit_app.py,5,4.987372,2026-07-26T14:03:59+05:30,2026-07-27T17:01:42+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tasks/plan.md,2,1.995632,2026-07-26T14:03:59+05:30,2026-07-27T16:48:15+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tasks/todo.md,2,1.995632,2026-07-26T14:03:59+05:30,2026-07-27T16:48:15+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,.gitignore,5,4.987281,2026-07-26T14:03:59+05:30,2026-07-27T16:48:04+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/.graphify_python,2,1.995631,2026-07-26T14:03:59+05:30,2026-07-27T16:48:04+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/.graphify_root,2,1.995631,2026-07-26T14:03:59+05:30,2026-07-27T16:48:04+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/.graphify_labels.json,3,2.995144,2026-07-26T14:03:59+05:30,2026-07-27T16:42:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/GRAPH_REPORT.md,3,2.995144,2026-07-26T14:03:59+05:30,2026-07-27T16:42:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/cost.json,3,2.995144,2026-07-26T14:03:59+05:30,2026-07-27T16:42:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/graph.html,3,2.995144,2026-07-26T14:03:59+05:30,2026-07-27T16:42:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/graph.json,3,2.995144,2026-07-26T14:03:59+05:30,2026-07-27T16:42:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,graphify-out/manifest.json,3,2.995144,2026-07-26T14:03:59+05:30,2026-07-27T16:42:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,CHANGELOG.md,5,4.987310,2026-07-26T14:03:59+05:30,2026-07-27T16:38:12+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,.env.example,4,3.991606,2026-07-26T15:40:12+05:30,2026-07-27T16:27:29+05:30,2.00
72138709+pypi-ahmad@users.noreply.github.com,README.md,5,4.987281,2026-07-26T14:03:59+05:30,2026-07-27T16:27:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,docs/architecture.md,5,4.991115,2026-07-26T14:03:59+05:30,2026-07-27T16:27:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,docs/how-it-works.md,4,3.991350,2026-07-26T14:03:59+05:30,2026-07-27T16:27:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,src/grounded_docparse/config.py,4,3.991037,2026-07-26T14:03:59+05:30,2026-07-27T16:27:29+05:30,2.40
72138709+pypi-ahmad@users.noreply.github.com,tests/test_parallel_pages.py,2,1.999430,2026-07-27T14:08:29+05:30,2026-07-27T16:27:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,docs/spec.md,4,3.991214,2026-07-26T14:03:59+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,src/grounded_docparse/benchmark.py,2,1.999294,2026-07-27T14:08:29+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,src/grounded_docparse/gateways.py,4,3.990901,2026-07-26T14:03:59+05:30,2026-07-27T15:36:47+05:30,4.00
72138709+pypi-ahmad@users.noreply.github.com,src/grounded_docparse/pipeline.py,4,3.990901,2026-07-26T14:03:59+05:30,2026-07-27T15:36:47+05:30,2.00
72138709+pypi-ahmad@users.noreply.github.com,src/grounded_docparse/quality.py,1,0.999765,2026-07-27T15:36:47+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,src/grounded_docparse/render.py,4,3.990901,2026-07-26T14:03:59+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tests/test_agentic_contract.py,2,1.999294,2026-07-27T14:08:29+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tests/test_openai_vision_gateway.py,3,2.995226,2026-07-26T15:40:12+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tests/test_public_water_benchmark.py,2,1.999294,2026-07-27T14:08:29+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tests/test_quality.py,1,0.999765,2026-07-27T15:36:47+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,tests/test_simple_pipeline.py,2,1.999294,2026-07-27T14:08:29+05:30,2026-07-27T15:36:47+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,.dockerignore,2,1.995461,2026-07-26T15:40:12+05:30,2026-07-27T14:08:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,.streamlit/config.toml,2,1.995204,2026-07-26T14:03:59+05:30,2026-07-27T14:08:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,CONTRIBUTING.md,3,2.991449,2026-07-26T14:03:59+05:30,2026-07-27T14:08:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,Dockerfile,2,1.995461,2026-07-26T15:40:12+05:30,2026-07-27T14:08:29+05:30,0.00
72138709+pypi-ahmad@users.noreply.github.com,SECURITY.md,3,2.991449,2026-07-26T14:03:59+05:30,2026-07-27T14:08:29+05:30,0.00
